X,X35p.u_35r.u_b,X35p.u_30r.u_b,X35p.u_25r.u_b,X35p.u_20r.u_b,X35p.u_15r.u_b,X35p.u_10r.u_b,X35p.u_05r.u_b,X30p.u_35r.u_b,X30p.u_30r.u_b,X30p.u_25r.u_b,X30p.u_20r.u_b,X30p.u_15r.u_b,X30p.u_10r.u_b,X30p.u_05r.u_b,X25p.u_35r.u_b,X25p.u_30r.u_b,X25p.u_25r.u_b,X25p.u_20r.u_b,X25p.u_15r.u_b,X25p.u_10r.u_b,X25p.u_05r.u_b,X20p.u_35r.u_b,X20p.u_30r.u_b,X20p.u_25r.u_b,X20p.u_20r.u_b,X20p.u_15r.u_b,X20p.u_10r.u_b,X20p.u_05r.u_b,X15p.u_35r.u_b,X15p.u_30r.u_b,X15p.u_25r.u_b,X15p.u_20r.u_b,X15p.u_15r.u_b,X15p.u_10r.u_b,X15p.u_05r.u_b,X10p.u_35r.u_b,X10p.u_30r.u_b,X10p.u_25r.u_b,X10p.u_20r.u_b,X10p.u_15r.u_b,X10p.u_10r.u_b,X10p.u_05r.u_b,X05p.u_35r.u_b,X05p.u_30r.u_b,X05p.u_25r.u_b,X05p.u_20r.u_b,X05p.u_15r.u_b,X05p.u_10r.u_b,X05p.u_05r.u_b,X35p.u_35r.d_b,X35p.u_30r.d_b,X35p.u_25r.d_b,X35p.u_20r.d_b,X35p.u_15r.d_b,X35p.u_10r.d_b,X35p.u_05r.d_b,X30p.u_35r.d_b,X30p.u_30r.d_b,X30p.u_25r.d_b,X30p.u_20r.d_b,X30p.u_15r.d_b,X30p.u_10r.d_b,X30p.u_05r.d_b,X25p.u_35r.d_b,X25p.u_30r.d_b,X25p.u_25r.d_b,X25p.u_20r.d_b,X25p.u_15r.d_b,X25p.u_10r.d_b,X25p.u_05r.d_b,X20p.u_35r.d_b,X20p.u_30r.d_b,X20p.u_25r.d_b,X20p.u_20r.d_b,X20p.u_15r.d_b,X20p.u_10r.d_b,X20p.u_05r.d_b,X15p.u_35r.d_b,X15p.u_30r.d_b,X15p.u_25r.d_b,X15p.u_20r.d_b,X15p.u_15r.d_b,X15p.u_10r.d_b,X15p.u_05r.d_b,X10p.u_35r.d_b,X10p.u_30r.d_b,X10p.u_25r.d_b,X10p.u_20r.d_b,X10p.u_15r.d_b,X10p.u_10r.d_b,X10p.u_05r.d_b,X05p.u_35r.d_b,X05p.u_30r.d_b,X05p.u_25r.d_b,X05p.u_20r.d_b,X05p.u_15r.d_b,X05p.u_10r.d_b,X05p.u_05r.d_b,p.nc_35r.d_b,p.nc_30r.d_b,p.nc_25r.d_b,p.nc_20r.d_b,p.nc_15r.d_b,p.nc_10r.d_b,p.nc_05r.d_b,p.nc_35r.u_b,p.nc_30r.u_b,p.nc_25r.u_b,p.nc_20r.u_b,p.nc_15r.u_b,p.nc_10r.u_b,p.nc_05r.u_b,X35p.u_r.nc_b,X30p.u_r.nc_b,X25p.u_r.nc_b,X20p.u_r.nc_b,X15p.u_r.nc_b,X10p.u_r.nc_b,X05p.u_r.nc_b,reg_dem,who_vote,who_vote_other,fav_biden,fav_bernie,fav_warren,fav_bloomberg,fav_gabbard,fav_klobuchar,fav_buttigieg,Q53,stim_divide_ppl,stim_divide_corp,school_close,UBI,consid_econ,medicare,stud_debt,trump_overall,trump_covid,emp1,emp2,poor_anger,poor_disgust,poor_comp,poor_envy,rich_anger,rich_disgust,rich_comp,rich_envy,open_why_vote,Q256,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,attn,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,gender,age,ethnicity,income,ideology,soc_iss,econ_iss,partyid,partyid_force,strong_dem,strong_rep,Q63,Q65,ses_ladder,party,repub,pte,cte,ptae,ctae,sdo,ptez,ctez,ptaez,ctaez,sdoz,pid,poor_angerz,poor_disgustz,poor_compz,poor_envyz,rich_angerz,rich_disgustz,rich_compz,rich_envyz,trump_overallz,trump_covidz,t1_weight,t1_weightz,t2_weight,t2_weightz,t3_weight,t3_weightz,t4_weight,t4_weightz,money_burning,money_burningz,free_rich,free_richz,bern_min_bid,bern_min_bidz
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,NA,1,7,7,1,1,1,1,1,95,5,1,1,1,1,1,1,1,5,5,1,1,5,1,5,5,1,3,"Well some of the policies were pretty stupid unless the country just had a random surplus for everyone. But the rich do not need to be any richer. So that was the major thing for me, and also helping poor people.",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,29,1,2,1,1,1,1,NA,49,NA,1,1,7,Dem,0,1,7,1,7,1,-1.139607638,1.214648088,-1.34549934,1.104227373,-1.444482526,11,-0.617105696,-0.613834812,1.098314526,-0.547747684,1.865985402,1.781543111,-0.826843852,0.314518858,-1.348442409,-1.371180361,0.619047619,0.284792778,1,0.644609658,1,0.780281204,0.952380952,0.939081899,1,1.813546689,0,-0.663472675,6,2.247212147
12,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,2,NA,6,7,3,4,4,4,3,1,60,40,0,1,1,1,1,1,1,4,4,1,1,4,1,2,3,1,3,I was looking at whether the policy increased the wealth of the poor while also lowering the wealth of the rich.,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,25,1,4,1,1,1,1,NA,48,NA,1,1,7,Dem,0,1,6,2,6,1.75,-1.139607638,0.410256619,-0.805133581,0.320395438,-0.870764447,12,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.279746596,0.390998736,-0.826843852,0.314518858,-1.348442409,-1.371180361,0.095238095,-0.971475872,0.571428571,-0.759836103,1,0.780281204,0.952380952,0.939081899,0.857142857,1.444795221,0,-0.663472675,1,0.195104066
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,3,7,6,3,2,4,4,1,80,20,1,1,1,1,1,1,1,3,3,1,1,5,1,2,3,2,1,If the policy benefited the poor then I was for it.,1,2,2,3,2,1,2,2,7,2,1,1,2,2,1,1,1,2,1,27,4,1,2,2,2,1,NA,48,NA,1,1,9,Dem,0,2.25,5,1.5,6.75,2,-0.475350358,-0.394134849,-1.07531646,0.908269389,-0.679525088,13,-0.617105696,-0.613834812,1.098314526,-0.547747684,-0.279746596,0.390998736,-0.044649568,-1.223853175,-1.348442409,-1.371180361,1,1.198442705,1,0.644609658,1,0.780281204,1,1.054518834,0.142857143,-0.398962119,1,2.054307987,4,1.426368915
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,NA,4,6,3,1,1,1,3,1,30,70,1,1,1,1,0,4,3,4,2,1,1,4,1,1,1,2,1,I was just thinking about what is closest to being a fair policy. I voted yes if I thought it was reasonably fair.,1,1,1,1,1,3,1,2,1,2,3,1,3,3,1,1,1,3,1,36,2,2,3,2,5,1,NA,43,NA,1,1,9,Dem,0,1,6.25,2.5,6.5,1.6875,-1.139607638,0.611354487,-0.534950701,0.712311405,-0.918574287,14,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.994990595,-0.99954564,-0.044649568,-1.223853175,-0.053937696,-0.511225701,0.80952381,0.741617742,1,0.644609658,0.047619048,-1.93523488,0,-1.369656795,0,-0.767713587,0,-0.663472675,2,0.605525682
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,16,5,3,5,6,4,5,5,1,60,40,1,1,1,1,1,5,5,4,4,2,2,4,2,2,3,2,2,the most quantity of people that would earn something,1,4,3,3,2,6,2,2,2,3,2,2,2,6,2,2,2,2,2,25,1,6,4,4,4,1,NA,47,NA,1,1,4,Dem,0,3,4.75,3,6,2.8125,-0.076795989,-0.595232717,-0.264767822,0.320395438,-0.057997169,15,0.216250714,0.284182783,0.237816864,0.267826155,-0.279746596,0.390998736,-0.044649568,-0.454667158,0.377563875,0.34872896,1,1.198442705,1,0.644609658,0.952380952,0.6445054,0.095238095,-1.138782925,0,-0.767713587,1,2.054307987,-2,-1.036160783
16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,NA,1,7,5,2,4,3,6,1,80,20,0,1,1,1,1,1,1,4,4,1,1,4,1,1,4,2,1,I was going for wealth redistribution because anything less leads right back to the same issue.,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,62,1,1,2,2,3,2,1,46,NA,1,1,7,Dem,0,1,7,1,7,1,-1.139607638,1.214648088,-1.34549934,1.104227373,-1.444482526,16,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.994990595,1.086270923,-0.044649568,-1.223853175,-1.348442409,-1.371180361,0.142857143,-0.857269631,0.904761905,0.3325106,1,0.780281204,1,1.054518834,0,-0.767713587,0,-0.663472675,6,2.247212147
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,7,1,1,6,3,4,7,1,50,50,1,1,1,0,1,1,1,5,4,1,1,5,1,1,1,1,4,what was fair and best,1,1,1,2,3,2,2,2,2,2,2,2,2,3,4,2,3,3,2,29,1,15,2,2,5,1,NA,45,NA,1,1,3,Dem,0,1.75,6,2.25,5,2.25,-0.74105327,0.410256619,-0.670042141,-0.463436497,-0.488285728,17,-0.617105696,-0.613834812,1.098314526,-0.547747684,-0.994990595,-0.99954564,-0.826843852,1.083704875,-1.348442409,-1.371180361,1,1.198442705,1,0.644609658,0.761904762,0.101402183,0.047619048,-1.25421986,0.142857143,-0.398962119,0.285714286,0.113036085,-6,-2.677847248
18,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,3,3,6,6,1,4,5,1,80,20,1,0,1,1,1,1,1,5,4,1,1,4,1,2,1,4,3,"I wanted to see a increase in the wealth of the poor firstmost, but I also did not want to see a huge decrease (excessive of 25% from the rich). I also did not want to vote for any policy that increased the wealth of the rich by unaffecting or decreasing the wealth of the poor. I did have some questions about whether increasing the wealth of the poor would lead to an inflated society, in which no matter how much we increase their wealth, they would still be poor. I dont know enough about economics to address this issue in my answers.",1,4,5,6,2,1,2,2,3,3,1,1,1,1,1,1,1,1,2,23,2,7,2,2,2,1,NA,46,NA,1,1,7,Dem,0,4.25,5.75,1,7,2.125,0.587461291,0.209158752,-1.34549934,1.104227373,-0.583905408,18,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.279746596,-0.99954564,1.519739,0.314518858,-1.348442409,-1.371180361,1,1.198442705,0.904761905,0.3325106,0.904761905,0.508729596,0.476190476,-0.215287448,0,-0.767713587,0,-0.663472675,0,-0.21531755
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,NA,4,4,3,6,4,4,5,1,50,50,1,1,1,0,1,6,6,3,4,4,4,4,4,3,4,4,4,no,1,5,6,5,6,3,3,2,4,3,5,4,6,5,2,3,2,3,1,28,1,5,1,4,2,1,NA,48,NA,1,1,1,Dem,0,5.5,4.75,5,5.5,4.0625,1.251718571,-0.595232717,0.815963696,-0.07152053,0.89819963,19,1.882963534,2.080217973,0.237816864,1.898973832,0.435497403,1.086270923,1.519739,1.083704875,0.809065446,0.77870629,1,1.198442705,1,0.644609658,0.904761905,0.508729596,0.904761905,0.823644964,1,1.813546689,1,2.054307987,0,-0.21531755
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,NA,5,2,4,1,1,1,1,1,90,10,1,0,1,1,1,1,1,5,5,1,1,4,1,2,3,1,3,I was thinking about how much money the rich have amassed and how little the poor have!,1,3,4,5,5,6,4,2,3,4,4,3,3,4,2,3,2,3,1,48,1,4,4,4,3,1,NA,48,NA,1,1,6,Dem,0,4.25,3.75,3.5,5.5,3.625,0.587461291,-1.399624185,0.005415058,-0.07152053,0.56353075,20,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.279746596,0.390998736,-0.826843852,0.314518858,-1.348442409,-1.371180361,0.666666667,0.398999019,1,0.644609658,1,0.780281204,0.904761905,0.823644964,0.714285714,1.076043753,0.285714286,0.113036085,-3,-1.446582399
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,8,NA,3,4,3,4,4,3,3,1,67,33,1,0,0,0,0,5,5,2,2,1,1,2,1,2,1,1,2,I was mostly thinking about how the economy as a whole would be affected.,1,2,3,3,3,3,3,2,3,3,4,5,4,5,3,3,6,3,1,30,1,4,5,5,5,3,NA,NA,3,1,1,6,Rep,1,2.75,5,4.5,4.25,3.5,-0.209647445,-0.394134849,0.545780817,-1.051310449,0.46791107,21,-0.617105696,-0.613834812,-1.483178459,-0.547747684,-0.279746596,-0.99954564,-0.826843852,-0.454667158,0.377563875,0.34872896,1,1.198442705,1,0.644609658,0.761904762,0.101402183,0.095238095,-1.138782925,0,-0.767713587,0.285714286,0.113036085,1,0.195104066
22,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,NA,4,1,1,2,1,1,2,1,40,60,1,0,0,1,0,5,2,5,2,1,2,3,1,1,1,1,2,"Whether both groups were being impacted equally. I tried not to disadvantage either group, but I did not try to explicitly give the poor a relatively greater impact. ",1,4,5,5,1,2,5,2,3,6,2,1,5,4,1,4,3,4,1,21,1,15,6,6,6,3,NA,NA,5,1,1,3,Rep,1,3.75,4,3,5,3.4375,0.321758379,-1.198526318,-0.264767822,-0.463436497,0.420101231,22,-0.617105696,0.284182783,-0.622680797,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-0.454667158,0.377563875,-0.941203031,0.428571429,-0.172032186,0.80952381,0.020411542,0,-2.071010685,0,-1.369656795,0,-0.767713587,0.428571429,0.501290466,-3,-1.446582399
23,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,8,25,1,2,1,1,1,2,1,1,99,1,1,1,1,1,1,1,1,4,5,1,1,5,1,2,4,1,2,Who actually needs help. How much a percentage of the rich is compared to the poor. ,1,2,2,3,1,2,1,2,2,1,2,1,4,3,2,2,1,2,2,38,6,1,3,3,3,2,1,43,NA,1,1,9,Dem,0,2,6.5,2.5,6.25,1.9375,-0.608201814,0.812452354,-0.534950701,0.516353421,-0.727334928,23,-0.617105696,-0.613834812,1.098314526,-0.547747684,-0.279746596,1.086270923,-0.826843852,-0.454667158,-1.348442409,-1.371180361,0,-1.199888354,0.80952381,0.020411542,1,0.780281204,1,1.054518834,1,1.813546689,0,-0.663472675,1,0.195104066
24,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,3,NA,2,4,5,3,6,2,5,1,70,30,1,0,1,0,1,1,1,3,4,1,1,4,1,3,2,1,3,"If it increased wealth disparities, if it punished one group too much, or if it did not help the poor at all/only helped the rich.",1,1,1,1,1,1,1,2,1,2,3,3,2,3,2,3,2,2,2,46,1,10,2,2,5,2,1,45,NA,1,1,5,Dem,0,1,6.75,2.75,5.75,1.8125,-1.139607638,1.013550221,-0.399859262,0.124437454,-0.822954607,24,-0.617105696,-0.613834812,0.237816864,-0.547747684,0.435497403,-0.304273452,-0.826843852,0.314518858,-1.348442409,-1.371180361,0.095238095,-0.971475872,1,0.644609658,0.80952381,0.237177987,0,-1.369656795,0,-0.767713587,0,-0.663472675,2,0.605525682
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,NA,6,4,4,4,4,4,4,1,50,50,1,1,0,1,1,5,5,4,4,3,1,4,1,3,1,4,1,"I was thinking about the lower classes being able to support themselves/family/etc. Although while also helping the upper classes be stable, while the lower class stabilizes the best it can.",1,2,2,2,2,2,2,2,2,2,3,5,5,5,3,3,3,3,1,23,1,2,3,3,3,2,1,46,NA,1,1,8,Dem,0,2,6,4.5,5,2.875,-0.608201814,0.410256619,0.545780817,-0.463436497,-0.010187329,25,1.049607124,-0.613834812,0.237816864,-0.547747684,0.435497403,-0.99954564,1.519739,-1.223853175,0.377563875,0.34872896,0.428571429,-0.172032186,0.952380952,0.488560129,0.571428571,-0.441701034,0.428571429,-0.330724383,0.285714286,-0.030210651,0,-0.663472675,-2,-1.036160783
26,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,6,6,6,3,4,5,6,1,75,25,1,1,1,1,1,1,1,4,4,1,1,4,1,4,5,1,2,"I was looking for policies that helped the poor without significantly helping the rich. Since the effects of the policies were presented as percentages, it's easy to see that a 20% increase for a billionaire is 200 million dollars or more while the same increase for someone making 20,000 dollars is only 4,000 dollars more. So, increasing both groups by the same percentage is not great in my opinion. I was looking more a high increase for the poor in combination with a low increase, no change, or decrease in the rich. Secondly I looked for no change in the poor but a decrease in the rich-- at least that would help offset some of the disparity.",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,24,1,7,2,1,2,1,NA,48,NA,1,1,5,Dem,0,1,7,1,7,1,-1.139607638,1.214648088,-1.34549934,1.104227373,-1.444482526,26,-0.617105696,-0.613834812,0.237816864,-0.547747684,1.150741403,1.781543111,-0.826843852,-0.454667158,-1.348442409,-1.371180361,0,-1.199888354,0.80952381,0.020411542,1,0.780281204,1,1.054518834,1,1.813546689,0,-0.663472675,0,-0.21531755
27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,NA,2,6,5,2,1,3,7,1,95,5,1,1,1,1,1,1,1,4,5,1,1,4,1,3,4,2,1,I simply wanted to choose policies that might lessen the difference in wealth between the two groups. ,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,40,1,12,2,1,2,1,NA,49,NA,1,1,4,Dem,0,1,7,1,7,1,-1.139607638,1.214648088,-1.34549934,1.104227373,-1.444482526,27,-0.617105696,-0.613834812,0.237816864,-0.547747684,0.435497403,1.086270923,-0.044649568,-1.223853175,-1.348442409,-1.371180361,0.666666667,0.398999019,1,0.644609658,1,0.780281204,0.904761905,0.823644964,0,-0.767713587,0,-0.663472675,4,1.426368915
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,NA,7,6,5,4,4,4,4,1,70,30,1,1,1,1,1,1,1,4,4,2,3,4,1,1,1,1,1,was not going to give the rich more money,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,48,1,4,4,4,4,1,NA,46,NA,1,1,6,Dem,0,1,7,1,7,1,-1.139607638,1.214648088,-1.34549934,1.104227373,-1.444482526,28,0.216250714,1.182200378,0.237816864,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-1.223853175,-1.348442409,-1.371180361,0.047619048,-1.085682113,0.952380952,0.488560129,0.952380952,0.6445054,0.142857143,-1.023345991,0,-0.767713587,0,-0.663472675,-1,-0.625739166
30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,NA,5,7,7,1,1,5,3,1,80,20,1,0,1,1,0,1,1,4,5,1,1,4,1,4,3,1,1,If and how well it favored the poor mostly. I also made sure that it did not take too much from the rich. Taking money away from people just for the sake of taking it does not do anyone any good.,1,1,1,1,1,1,1,2,1,1,3,2,3,3,1,3,1,3,1,44,1,2,4,4,2,2,1,45,NA,1,1,8,Dem,0,1,7,2.75,6,1.6875,-1.139607638,1.214648088,-0.399859262,0.320395438,-0.918574287,29,-0.617105696,-0.613834812,0.237816864,-0.547747684,1.150741403,0.390998736,-0.826843852,-1.223853175,-1.348442409,-1.371180361,0.714285714,0.51320526,1,0.644609658,0.952380952,0.6445054,0.285714286,-0.677035187,0,-0.767713587,0,-0.663472675,2,0.605525682
