V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q42,Q3,Q103,35p.u_35r.u_b,35p.u_30r.u_b,35p.u_25r.u_b,35p.u_20r.u_b,35p.u_15r.u_b,35p.u_10r.u_b,35p.u_05r.u_b,30p.u_35r.u_b,30p.u_30r.u_b,30p.u_25r.u_b,30p.u_20r.u_b,30p.u_15r.u_b,30p.u_10r.u_b,30p.u_05r.u_b,25p.u_35r.u_b,25p.u_30r.u_b,25p.u_25r.u_b,25p.u_20r.u_b,25p.u_15r.u_b,25p.u_10r.u_b,25p.u_05r.u_b,20p.u_35r.u_b,20p.u_30r.u_b,20p.u_25r.u_b,20p.u_20r.u_b,20p.u_15r.u_b,20p.u_10r.u_b,20p.u_05r.u_b,15p.u_35r.u_b,15p.u_30r.u_b,15p.u_25r.u_b,15p.u_20r.u_b,15p.u_15r.u_b,15p.u_10r.u_b,15p.u_05r.u_b,10p.u_35r.u_b,10p.u_30r.u_b,10p.u_25r.u_b,10p.u_20r.u_b,10p.u_15r.u_b,10p.u_10r.u_b,10p.u_05r.u_b,05p.u_35r.u_b,05p.u_30r.u_b,05p.u_25r.u_b,05p.u_20r.u_b,05p.u_15r.u_b,05p.u_10r.u_b,05p.u_05r.u_b,35p.u_35r.d_b,35p.u_30r.d_b,35p.u_25r.d_b,35p.u_20r.d_b,35p.u_15r.d_b,35p.u_10r.d_b,35p.u_05r.d_b,30p.u_35r.d_b,30p.u_30r.d_b,30p.u_25r.d_b,30p.u_20r.d_b,30p.u_15r.d_b,30p.u_10r.d_b,30p.u_05r.d_b,25p.u_35r.d_b,25p.u_30r.d_b,25p.u_25r.d_b,25p.u_20r.d_b,25p.u_15r.d_b,25p.u_10r.d_b,25p.u_05r.d_b,20p.u_35r.d_b,20p.u_30r.d_b,20p.u_25r.d_b,20p.u_20r.d_b,20p.u_15r.d_b,20p.u_10r.d_b,20p.u_05r.d_b,15p.u_35r.d_b,15p.u_30r.d_b,15p.u_25r.d_b,15p.u_20r.d_b,15p.u_15r.d_b,15p.u_10r.d_b,15p.u_05r.d_b,10p.u_35r.d_b,10p.u_30r.d_b,10p.u_25r.d_b,10p.u_20r.d_b,10p.u_15r.d_b,10p.u_10r.d_b,10p.u_05r.d_b,05p.u_35r.d_b,05p.u_30r.d_b,05p.u_25r.d_b,05p.u_20r.d_b,05p.u_15r.d_b,05p.u_10r.d_b,05p.u_05r.d_b,p.nc_35r.d_b,p.nc_30r.d_b,p.nc_25r.d_b,p.nc_20r.d_b,p.nc_15r.d_b,p.nc_10r.d_b,p.nc_05r.d_b,p.nc_35r.u_b,p.nc_30r.u_b,p.nc_25r.u_b,p.nc_20r.u_b,p.nc_15r.u_b,p.nc_10r.u_b,p.nc_05r.u_b,35p.u_r.nc_b,30p.u_r.nc_b,25p.u_r.nc_b,20p.u_r.nc_b,15p.u_r.nc_b,10p.u_r.nc_b,05p.u_r.nc_b,reg_dem,who_vote,who_vote_other,fav_biden,fav_bernie,fav_warren,fav_bloomberg,fav_gabbard,fav_klobuchar,fav_buttigieg,Q53,stim_divide_ppl,stim_divide_corp,school_close,UBI,consid_econ,medicare,stud_debt,trump_overall,trump_covid,emp1,emp2,poor_anger,poor_disgust,poor_comp,poor_envy,rich_anger,rich_disgust,rich_comp,rich_envy,open_why_vote,Q256,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,attn,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,gender,age,ethnicity,income,ideology,soc_iss,econ_iss,partyid,partyid_force,strong_dem,strong_rep,Q63,Q65,ses_ladder
R_30ipTCSAlKZEPIT,Default Response Set,Anonymous,,,45.24.32.236,0,2020-03-27 7:32,2020-03-27 7:46,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,19,4,6,5,4,1,1,1,1,70,30,2,2,2,2,1,29,28,5,5,50,50,53,50,19,19,18,20,I was thinking about income inequality and how the rich just keep getting richer and the poor keep getting poorer so that was what I was considering during the activity,1,6,2,5,5,7,6,2,6,6,2,4,1,2,7,6,7,7,2,25,4,5,6,7,6,3,,,6,1,1,6
R_10TyokeDtGfXEA5,Default Response Set,Anonymous,,,67.168.105.17,0,2020-03-27 7:24,2020-03-27 7:46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,6,7,2,1,5,3,1,100,0,2,1,1,1,1,23,22,3,2,50,50,52,50,18,18,18,18,"I don't know the exact numbers but if the richest people make 200k and the poorest people make 20k, then a policy that decreases the rich's income by 10% and increases the poor's income by 10% means you're taking 20k from a rich person, giving 2k to a poor person, and just burning the remaining 18k. Obviously a stupid policy. Without knowing exact income distributions, even if simple redistribution was the only goal, it would have to be at least 5x an increase in poor income to justify x reduction in rich income to even meet the minimum bar of simply moving money from one person to another.",1,1,1,1,1,7,7,2,1,7,1,1,1,1,7,7,7,6,1,42,1,13,2,1,3,1,,44,,1,1,3
R_3j2PXM3h3I2oZvl,Default Response Set,Anonymous,,,108.251.211.89,0,2020-03-27 7:23,2020-03-27 7:46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,,1,1,1,1,1,1,1,1,70,30,2,1,1,1,2,28,27,5,5,50,50,54,50,18,18,18,22,well the gap between rich and poor is so large.  I wanted the poor to get more but at the same time didn't think it was fair that the rich lose a lot.  So for the most part I just wanted the gap to be smaller and not disappear entirely.,1,1,1,1,1,7,7,2,7,7,1,7,1,1,7,7,7,7,2,58,1,13,6,6,6,3,,,5,1,1,5
R_25WoFs3qx8sp91h,Default Response Set,Anonymous,,,67.44.209.98,0,2020-03-27 7:21,2020-03-27 7:47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,13,1,1,1,1,1,1,1,1,75,25,2,2,1,2,1,28,27,5,5,50,50,54,50,18,18,18,20,"I was looking to see which policies had a significant impact on improving the financial position of the poor - regardless of the effect on the wealthy.  If the improvement in the wealth of the poor was generally 10% improvement or more, I was in favor - regardless of the effect on the wealthy.",1,1,1,4,3,6,3,2,6,5,2,4,3,2,7,6,7,6,1,73,1,4,6,6,6,3,,,5,1,1,6
R_3dSnqohijZS8E9N,Default Response Set,Anonymous,,,107.5.54.11,0,2020-03-27 7:23,2020-03-27 7:47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,,3,4,2,7,2,2,2,1,50,50,2,2,2,1,1,28,28,4,4,50,50,53,50,18,18,18,18,"I considered a few thing. If you lowered the income of wealthy, that would mean less job creation for people who don't, or can't run a business. I also thought about that if the not so wealthy got more money, they are more than likely (90% sure) they will put it back into the economy by buying more stuff, in turn helping in create more jobs as well.",1,2,2,2,1,6,6,2,6,6,2,7,6,2,6,7,6,6,1,39,1,3,4,4,5,2,2,,4,1,1,6
R_2YFI197WsXe0Zmc,Default Response Set,Anonymous,,,174.111.245.238,0,2020-03-27 7:31,2020-03-27 7:48,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,22,1,1,1,1,1,1,1,1,85,15,2,2,1,1,1,29,28,5,5,50,50,52,50,19,18,18,19,"Does it support the poor, or does it support the rich. I was saying yes for anything that helped the poor.",1,4,4,6,5,7,7,2,7,7,1,1,1,1,7,7,7,7,2,23,1,2,4,4,4,3,,,5,1,1,8
R_2b1Yru16KeDiqVe,Default Response Set,Anonymous,,,71.83.26.214,0,2020-03-27 7:25,2020-03-27 7:48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,4,1,1,1,2,2,1,1,60,40,2,1,2,1,1,28,25,4,4,50,51,53,50,18,18,21,19,"My vote for ""yes"" or ""no"" was based on whether or not it would affect the rich. The rich are the ones keeping the economy going. The poor do not invest in the stock market. The poor do not own companies that employ people. The poor are just that, poor. The poor have the opportunity to become rich in this country. This has been proven over and over again. Viewing the poor as a class hurts them in the long run.",1,1,1,1,1,6,6,2,7,7,6,7,7,7,7,1,5,1,2,35,1,5,7,7,7,3,,,7,1,1,5
R_3oL0AHFYU73JG9L,Default Response Set,Anonymous,,,97.73.85.76,0,2020-03-27 7:10,2020-03-27 7:48,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,7,,3,2,2,3,3,4,4,1,40,60,4,2,2,1,1,26,26,3,3,50,50,53,50,18,18,20,19,"I was thinking about helping the poor increase their income, but without significantly increasing the gap between poor and rich.",1,1,4,3,2,5,5,2,5,3,3,3,5,4,6,5,6,4,2,65,1,2,5,5,5,3,,,4,1,1,7
R_01iyuKHUElQ85kB,Default Response Set,Anonymous,,,71.226.16.249,0,2020-03-27 7:29,2020-03-27 7:49,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,,6,4,1,1,1,1,1,1,40,60,2,2,1,2,2,28,27,5,5,50,50,54,50,19,20,19,18,"I wanted to favor policies which narrowed the gap between the wealthy americans and the poor americans. We can and should have different classes of people - but, the gap should not remain so significant that those who are poor have no hope of doing any better for themselves.",1,1,2,5,1,6,6,2,6,3,2,2,3,3,7,6,7,6,2,48,1,4,6,7,6,3,,,6,1,1,7
R_1jy2uKjc8rACffk,Default Response Set,Anonymous,,,73.211.77.114,0,2020-03-27 7:12,2020-03-27 7:49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4,2,1,4,2,4,4,1,33,67,2,1,2,1,1,27,27,4,4,50,50,52,50,18,18,20,18,"There are long term effects of such policies that need to be taken into account. It isn't just ""take from the rich and give to the poor"" and everybody lives happily ever after. I think many people think that way unfortunately. If we enact a policy that raises taxes on the top 20%, there are repercussions for that policy down the road that need to be factored in to that decision. Jobs will likely be lost. Is it worth more people earning zero income to help the rest earn a little bit more? I'm not saying it isn't, but it's something that needs to be considered that most people don't think about. Many times the jobs that the rich create are not even direct employees of their businesses. Let's say they ""squander"" their fortune on vacation homes, yachts and expensive dinners. Well, who builds those homes and yachts? Who works in the kitchens of those restaurants and waits on the guests and busses the tables and food runs? So to answer your question more directly, the only time I voted for a policy that raised taxes on the top 20% is if the bottom 20% received twice as much (percentage wise). One also needs to remember that a certain percent from the top 20% is worth a lot more in real dollars than the same percent from the bottom 20%, so I was unsure if that was taken into account in your questioning. For example if the question was decreasing the rich's wealth by 10% and increasing the poor's wealth by 10%, does that mean all the money from the rich is going to the poor? Because that would be a lot more than a 10% increase.",1,1,1,1,1,7,7,2,7,7,5,7,5,5,6,6,5,7,1,49,1,7,4,2,6,2,1,45,,1,1,5
R_3O8JcovqY0lvjCl,Default Response Set,Anonymous,,,73.84.236.181,0,2020-03-27 7:14,2020-03-27 7:50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5,,4,5,6,4,5,5,4,1,70,30,2,2,1,2,1,28,27,4,4,53,52,52,52,21,21,21,20,"Suppose that, as the social planner, you do not have any personal ... Given the voters' expressed opinions, which candidate should win the election? ... If there were only two candidates to choose from, there is a very ... For instance, in the above election scenario, there are no majority ",1,6,5,5,6,5,5,2,5,4,5,6,5,5,5,5,5,5,2,25,1,1,2,2,2,1,,45,,1,1,3
R_32OU6sa2s0dsuK6,Default Response Set,Anonymous,,,98.25.235.82,0,2020-03-27 7:20,2020-03-27 7:50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,5,5,5,5,4,6,4,1,50,50,2,2,2,2,1,28,28,4,5,52,53,54,53,20,22,22,21,yes,1,5,6,7,5,7,5,2,6,7,6,5,6,5,6,5,6,7,2,34,2,6,7,6,5,3,,,6,1,1,2
R_3eelxFj4OwvzQHp,Default Response Set,Anonymous,,,68.10.64.84,0,2020-03-27 7:34,2020-03-27 7:51,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,,2,2,1,3,6,3,4,1,80,20,2,1,1,2,1,28,26,4,4,51,52,53,50,21,21,18,21,"there is too much of a 'spread' between the rich and the poor in this country ;  we need an economic policy to redistribute wealth to allow people a living wage ( food, housing, clothing), vs the status quo.",1,5,5,5,2,6,6,2,5,5,3,6,4,5,6,5,6,4,1,56,1,8,5,5,5,3,,,4,1,1,5
R_1LbqN2ZX4qi15j8,Default Response Set,Anonymous,,,68.36.4.167,0,2020-03-27 7:33,2020-03-27 7:51,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,,6,5,6,3,5,5,5,1,80,20,4,2,1,2,1,24,23,4,4,50,50,53,50,19,19,20,20,"In general, I would vote yes on a policy that increases the wealth of the poor without punishing the rich by decreasing their income by more than 5% or rewarding them by increasing their income by more than 10% above a concurrent increase for the poor.",1,1,1,1,1,7,7,2,7,7,1,2,2,2,7,7,7,6,2,39,1,2,5,3,5,3,,,2,1,1,8
R_3QLsfOFFRYAWBvu,Default Response Set,Anonymous,,,98.219.160.132,0,2020-03-27 7:40,2020-03-27 7:53,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,8,19,4,4,4,4,4,4,4,1,50,50,2,2,1,1,2,26,25,3,4,53,52,52,52,20,20,20,20,What would happen in a long term affect,1,5,5,5,4,5,4,2,4,4,4,4,4,4,4,4,4,4,1,27,1,3,3,3,3,3,,,5,1,1,8
R_2YKikaiSE1Z2wUs,Default Response Set,Anonymous,,,24.93.243.41,0,2020-03-27 7:16,2020-03-27 7:53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,,4,4,6,5,5,3,4,1,50,50,2,2,1,2,2,28,27,4,4,52,51,51,51,20,19,19,19,yes,1,6,5,6,5,6,5,2,5,4,3,4,5,5,4,5,3,5,2,32,2,5,5,5,5,3,,,7,1,1,2
R_27HfuhMmLbpzsA5,Default Response Set,Anonymous,,,24.112.232.134,0,2020-03-27 7:41,2020-03-27 7:53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,1,1,1,1,1,1,1,1,70,30,2,1,1,1,2,29,28,2,3,50,50,51,50,18,18,19,21,Does it benefit each group,1,2,2,1,1,2,2,2,6,4,4,3,5,6,4,3,5,2,1,46,1,5,6,6,7,3,,,7,1,1,4
R_Q6OXuF4XYpm0n9D,Default Response Set,Anonymous,,,97.89.115.14,0,2020-03-27 7:29,2020-03-27 7:54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,8,4,1,1,1,1,2,2,1,1,50,50,2,2,2,1,1,29,28,4,4,52,52,53,51,18,19,19,18,"I voted yes if both the poor and the rich succeeded and got an increase in wealth. No matter what percentage it was. I wanted to see both groups the rich and poor do good from the economic policy. The poor will be more successful, and the rich can open more jobs for people to work.",1,4,6,7,5,6,3,2,4,3,7,3,7,7,5,4,4,2,1,35,1,10,6,6,6,3,,,7,1,1,4
R_3hEbOKbgDoA42U9,Default Response Set,Anonymous,,,74.250.133.151,0,2020-03-27 7:26,2020-03-27 7:54,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,8,12,1,2,1,1,1,2,1,1,90,10,2,1,1,1,1,25,23,5,5,50,50,51,50,18,18,18,18,Whether or not it was in the best interest of most of the people and what affect it would have on the economy.,1,4,4,4,4,6,5,2,4,5,4,5,4,2,4,4,4,4,2,53,1,4,5,5,5,3,,,2,1,1,8
R_2Yrhw5CebUNespD,Default Response Set,Anonymous,,,50.4.130.63,0,2020-03-27 7:17,2020-03-27 7:55,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,2,7,5,5,3,4,5,1,30,70,4,2,2,2,2,28,26,5,5,50,50,54,50,20,20,19,19,"I mostly considered voting for policies that would help to equal the balance between the rich and the poor. I believe that policies like these would have a greater impact on the poor, and there is too much of a gap currently between the rich and poor. A decrease of 10 percent in wealth would not affect the rich in a harmful way, whereas a 10 percent decrease in wealth of the poor could be detrimental. ",1,1,2,1,1,7,6,2,6,6,1,1,2,1,7,7,7,7,1,47,1,7,4,5,4,1,,46,,1,1,6
R_cvEZf5XUDvPuAnL,Default Response Set,Anonymous,,,67.243.38.120,0,2020-03-27 7:45,2020-03-27 7:56,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,10,1,1,1,1,1,1,1,1,70,30,2,1,1,1,2,28,28,4,3,50,50,51,50,18,18,19,19,I only voted yes for instances where both groups would benefit or that the poor would slightly benefit more than the rich.,1,4,5,6,5,5,4,2,4,4,5,4,6,6,5,2,4,3,2,45,4,7,6,5,6,3,,,5,1,1,7
R_1NEp4F7uE5rsPlc,Default Response Set,Anonymous,,,173.190.183.106,0,2020-03-27 7:33,2020-03-27 7:57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,26,3,1,2,1,5,4,4,1,80,20,2,1,2,1,1,28,27,3,5,50,50,53,50,18,18,19,20,"I was thinking solely on the economic impact to the poor.  Policies that would increase income for the poor are favorable to me regardless of the impact on the rich.  If the rich benefit, so be it.  I am middle class but live in an area that is mostly low income, I see the struggles that face people with limited income.",1,1,1,1,1,7,5,2,7,7,1,1,1,1,7,7,7,7,2,63,1,7,6,4,7,3,,,5,1,1,6
R_pJZ32a8xDum5mmd,Default Response Set,Anonymous,,,23.120.189.94,0,2020-03-27 7:28,2020-03-27 7:58,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,9,2,1,1,1,2,1,3,1,40,60,2,1,1,2,1,28,27,5,5,50,50,53,50,18,18,18,19,,1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,37,1,3,6,6,5,3,,,4,1,1,8
